CASE	id	filename	md5	size	state
TCGA-AC-A2BM	64b4e440-4873-487f-a60d-965eacc376cb	jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-3.TCGA-AC-A2BM-01A-11D-A21R-05.gdc_hg38.txt	2eedc09d7932e936b37890ebd934c90a	141272012	validated
TCGA-AR-A24R	692f944e-c11a-436f-83c2-194c0d9d8a3f	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24R-01A-11D-A16A-05.gdc_hg38.txt	d8e159a7edd3e85377978c199ad03f79	141270424	validated
TCGA-AR-A1AX	7d2232f6-f145-442c-ac89-bf9724e8247b	jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-AR-A1AX-01A-11D-A12R-05.gdc_hg38.txt	72896eecf183e2db26463e70dd2725ed	141280433	validated
TCGA-GM-A2D9	a026fdc7-e17e-4280-bed1-bdca22e8d4cc	jhu-usc.edu_BRCA.HumanMethylation450.19.lvl-3.TCGA-GM-A2D9-01A-11D-A18O-05.gdc_hg38.txt	e07a07ae53eb1a7c2f64d08873b298d3	141268523	validated
TCGA-AC-A2B8	a0ea2d4e-f678-47c9-9152-44101f3413f0	jhu-usc.edu_BRCA.HumanMethylation450.17.lvl-3.TCGA-AC-A2B8-01A-11D-A17F-05.gdc_hg38.txt	9932bf92a2a3b7b812d7a0603274d627	141276806	validated
TCGA-GM-A2DD	b28f4e1a-a5e7-4372-a2f0-3bd383301d4d	jhu-usc.edu_BRCA.HumanMethylation450.18.lvl-3.TCGA-GM-A2DD-01A-11D-A17Z-05.gdc_hg38.txt	72e722087786875d9ef3742ddc37e374	141261176	validated
TCGA-AC-A2FG	b84992ef-9251-408d-a58e-8133538efae6	jhu-usc.edu_BRCA.HumanMethylation450.17.lvl-3.TCGA-AC-A2FG-01A-11D-A17F-05.gdc_hg38.txt	4c87793aea3d690674bf2df8cbff771b	141282161	validated
TCGA-BH-A0H3	e66983a5-a2f8-4143-9803-5a6bcae2ddb9	jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-BH-A0H3-01A-11D-A12R-05.gdc_hg38.txt	80235cd1bb58f7a30a2c134bcefea70b	141284686	validated
TCGA-AR-A252	e9abc565-e81c-41ff-bd0d-02ffd5e48f0f	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A252-01A-11D-A16A-05.gdc_hg38.txt	bc6f8020668a19f7689ab4ea629590da	141270195	validated
TCGA-AR-A1AO	ea53850d-efb7-4983-bec1-bcf55ecf87a5	jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-AR-A1AO-01A-11D-A12R-05.gdc_hg38.txt	4d384b094166b381178e36eb0efcd476	141284663	validated
TCGA-OL-A66J	fa500800-53e1-42a2-ac91-dce0822765ef	jhu-usc.edu_BRCA.HumanMethylation450.29.lvl-3.TCGA-OL-A66J-01A-11D-A29O-05.gdc_hg38.txt	77d27f7b9b1a871330dd561b0100a11c	141274536	validated
TCGA-A2-A3XY	052ea037-e739-4426-be30-cb0dfa8909f4	jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-3.TCGA-A2-A3XY-01A-11D-A23D-05.gdc_hg38.txt	7a05be0cdfe999aec08fa042a17d270d	141279814	validated
TCGA-B6-A0RU	1259a243-cba3-463a-8570-610c9868c70d	jhu-usc.edu_BRCA.HumanMethylation450.4.lvl-3.TCGA-B6-A0RU-01A-11D-A10P-05.gdc_hg38.txt	5ec68d69e8722eeb288d15b7b96968f1	141281193	validated
TCGA-AR-A24T	16083ad4-8e8d-4192-8db0-fb50b52404bb	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24T-01A-11D-A16A-05.gdc_hg38.txt	c32f03279a1baad02c94123670100040	141267817	validated
TCGA-V7-A7HQ	2aabad69-4758-4fea-95ac-d6affbfaa9e1	jhu-usc.edu_BRCA.HumanMethylation450.32.lvl-3.TCGA-V7-A7HQ-01A-11D-A33F-05.gdc_hg38.txt	0a29a55d85fbcc4bf97437a5a4353e4a	141285897	validated
TCGA-AR-A255	44ea8f56-1447-4b02-935b-28099714c44e	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A255-01A-11D-A16A-05.gdc_hg38.txt	4475d86c4814a439458c71995c82e919	141259079	validated
TCGA-AR-A24L	59be12b8-0858-4285-b724-44f61f23c1ba	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24L-01A-11D-A16A-05.gdc_hg38.txt	6c162a6112d04910087ad015ba64fb2b	141278063	validated
TCGA-E2-A106	72272787-ddac-415c-9a90-120ee4046460	jhu-usc.edu_BRCA.HumanMethylation450.6.lvl-3.TCGA-E2-A106-01A-11D-A10N-05.gdc_hg38.txt	584248849d2fa14aad54593b296d019f	141273023	validated
TCGA-E2-A1IO	7634f144-398c-4b8a-bec3-11367480afc5	jhu-usc.edu_BRCA.HumanMethylation450.11.lvl-3.TCGA-E2-A1IO-01A-11D-A145-05.gdc_hg38.txt	2582fafd3fb681c3e4224107eb870499	141283863	validated
TCGA-AR-A24X	7ac24b94-c0ce-4e97-befa-aeae32dec9d0	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24X-01A-11D-A16A-05.gdc_hg38.txt	e307f329cb2b410df75ea836740540da	141269035	validated
TCGA-AR-A24U	7ccea750-e0ed-4634-bf42-887752e51f0f	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24U-01A-11D-A16A-05.gdc_hg38.txt	62d01726e06e1ae49fbe29161e8cc001	141270482	validated
TCGA-AR-A2LL	8605996d-a0cf-453e-8969-4c93db846a27	jhu-usc.edu_BRCA.HumanMethylation450.18.lvl-3.TCGA-AR-A2LL-01A-11D-A17Z-05.gdc_hg38.txt	66e0b9ba8fee182554f443e73678c12d	141271925	validated
TCGA-E2-A1LB	8a51b543-c4e8-49cb-891f-4a95639a9f54	jhu-usc.edu_BRCA.HumanMethylation450.11.lvl-3.TCGA-E2-A1LB-01A-11D-A145-05.gdc_hg38.txt	673a0fb06ea6d72054be6466320bb33f	141289584	validated
TCGA-BH-A0AU	95230485-7a38-44f3-bab8-b65502a1ca79	jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-BH-A0AU-01A-11D-A12R-05.gdc_hg38.txt	ed083c5847671988886aa6bd35858a08	141281899	validated
TCGA-PE-A5DE	97cd5032-997c-4d13-9816-ab5a2064cbd3	jhu-usc.edu_BRCA.HumanMethylation450.36.lvl-3.TCGA-PE-A5DE-01A-11D-A27Y-05.gdc_hg38.txt	d2a82f56f65b7d68a677972f3f4b231e	141277831	validated
TCGA-B6-A0WZ	a4af3f13-5b06-44b1-b0e5-b1ddccee117b	jhu-usc.edu_BRCA.HumanMethylation450.5.lvl-3.TCGA-B6-A0WZ-01A-11D-A10A-05.gdc_hg38.txt	d14c7bac396adcad7e739c1ea5bfa881	141270752	validated
TCGA-AR-A0TP	cc378d88-b703-438a-9795-ecda59413f25	jhu-usc.edu_BRCA.HumanMethylation450.4.lvl-3.TCGA-AR-A0TP-01A-11D-A10P-05.gdc_hg38.txt	9d60fb7abb0d8f086fe59d8b81c057f1	141278219	validated
TCGA-E2-A1IE	e159707f-3ed2-416c-a3cf-baf95c0965df	jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-E2-A1IE-01A-11D-A13K-05.gdc_hg38.txt	fce2a0285d4858265b8796c34ed755d6	141259556	validated
TCGA-AC-A23G	e640b897-b4df-45ee-8250-dcb45af53577	jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-3.TCGA-AC-A23G-01A-11D-A212-05.gdc_hg38.txt	992044c6c024b4fc42f495a20b810bc9	141273468	validated
TCGA-AR-A24H	f05a4c38-2ab2-4d16-a66b-d8d804efe7f4	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24H-01A-11D-A16A-05.gdc_hg38.txt	66345a29c2ef47b255c66820536a9f86	141278992	validated
TCGA-B6-A0I1	0f57c86e-6cc0-4abd-9fbc-3f798a17e6dc	jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-3.TCGA-B6-A0I1-01A-11D-A21R-05.gdc_hg38.txt	c305bb1790be1fc9960b9419575c9943	141297222	validated
TCGA-AR-A1AP	0fd43989-a608-4aa1-9399-5e694a319881	jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-AR-A1AP-01A-11D-A12R-05.gdc_hg38.txt	5df4243bfa90b08c46781bb2ca4f74f2	141282361	validated
TCGA-BH-A0B6	1226ed42-4c10-4765-998a-e84239594f3b	jhu-usc.edu_BRCA.HumanMethylation450.20.lvl-3.TCGA-BH-A0B6-01A-11D-A19Z-05.gdc_hg38.txt	0c9f064ca41b05fe3856d2304c9726ea	141275312	validated
TCGA-GM-A2DA	3556cbd8-7033-482d-aabf-f3fe0a443d3b	jhu-usc.edu_BRCA.HumanMethylation450.19.lvl-3.TCGA-GM-A2DA-01A-11D-A18O-05.gdc_hg38.txt	cbe49c5db7d1edf91ffd2f495062bd01	141269306	validated
TCGA-E2-A1L7	38aa6723-68c7-40e4-b200-2b33adc66043	jhu-usc.edu_BRCA.HumanMethylation450.11.lvl-3.TCGA-E2-A1L7-01A-11D-A145-05.gdc_hg38.txt	7eba59e8c7d6265ac49ada8256cf8b36	141272326	validated
TCGA-GM-A3XL	3dd37612-67e0-41da-b3c5-d6eb03233ffe	jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-3.TCGA-GM-A3XL-01A-11D-A230-05.gdc_hg38.txt	63050d7fb1a58aa0ac68fe3570820750	141276840	validated
TCGA-AR-A24M	8bd04c52-42f9-4820-b03e-2aae9c0c4e0b	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24M-01A-11D-A16A-05.gdc_hg38.txt	8762808306321bbb0a779fb1a486dcf6	141281940	validated
TCGA-AO-A12B	b40b942e-4072-4434-8805-bf60d7bc9cea	jhu-usc.edu_BRCA.HumanMethylation450.6.lvl-3.TCGA-AO-A12B-01A-11D-A10N-05.gdc_hg38.txt	a0a73198eabf786a2559aa3e9162f258	141288823	validated
TCGA-AC-A2FE	b9e443c9-c021-4120-a504-2c040cc7820b	jhu-usc.edu_BRCA.HumanMethylation450.20.lvl-3.TCGA-AC-A2FE-01A-11D-A19Z-05.gdc_hg38.txt	d0754e9e4b59a1dcc45156e40732b527	141262639	validated
TCGA-A7-A425	c5aec2f3-834c-4307-8210-3351098b19a4	jhu-usc.edu_BRCA.HumanMethylation450.26.lvl-3.TCGA-A7-A425-01A-11D-A244-05.gdc_hg38.txt	8b38a5ab2154468557647f455a87983a	141286242	validated
TCGA-GM-A2DM	c7e3d389-2172-4c24-a230-10aa6eccdf0d	jhu-usc.edu_BRCA.HumanMethylation450.18.lvl-3.TCGA-GM-A2DM-01A-11D-A17Z-05.gdc_hg38.txt	46d30d88069bb65eae063cd3c0d368e2	141291089	validated
TCGA-AR-A0TX	e1570738-5717-4de5-a590-d1e0ef595d85	jhu-usc.edu_BRCA.HumanMethylation450.4.lvl-3.TCGA-AR-A0TX-01A-11D-A10P-05.gdc_hg38.txt	02099d0c007b0dd4d7bd7e3ab87fd80a	141276983	validated
TCGA-E2-A1L8	e41880bb-80a8-41fb-86af-6b647834e038	jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-E2-A1L8-01A-11D-A13K-05.gdc_hg38.txt	285b1a5b8404a691e91420e8cfc194ff	141273116	validated
TCGA-GM-A2DO	ebdffc93-b6a6-4bf9-8da0-8d8d25dc4ed4	jhu-usc.edu_BRCA.HumanMethylation450.19.lvl-3.TCGA-GM-A2DO-01A-11D-A18O-05.gdc_hg38.txt	afd000467ba8b4dd8a089cf15b82aea1	141261371	validated
TCGA-3C-AALI	00737aa1-d1da-4386-b444-8abade691f95	jhu-usc.edu_BRCA.HumanMethylation450.35.lvl-3.TCGA-3C-AALI-01A-11D-A41Q-05.gdc_hg38.txt	2daeecb404773fdcdbb0c16fda4577c8	141230870	validated
TCGA-GM-A2DN	069d444e-e5c5-4b5f-a166-61a8a094814b	jhu-usc.edu_BRCA.HumanMethylation450.18.lvl-3.TCGA-GM-A2DN-01A-11D-A17Z-05.gdc_hg38.txt	fe5c36ef19353027e5626b6c9d3ae156	141267349	validated
TCGA-E9-A2JS	08866c19-70c8-43d7-ba06-431618089307	jhu-usc.edu_BRCA.HumanMethylation450.18.lvl-3.TCGA-E9-A2JS-01A-11D-A17Z-05.gdc_hg38.txt	c70bc9dd35a5f9d905b0fadaafd42692	141266411	validated
TCGA-AR-A24O	310832ea-a598-4a8c-9ec6-e87ecf8751cb	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24O-01A-11D-A16A-05.gdc_hg38.txt	ab84b612b639f11b37d91f7bf40760fc	141278701	validated
TCGA-AR-A2LM	337545fc-57e6-45a1-a49c-5e26327f36e6	jhu-usc.edu_BRCA.HumanMethylation450.18.lvl-3.TCGA-AR-A2LM-01A-11D-A17Z-05.gdc_hg38.txt	420e6376fff904532f11d1a7976d054f	141278762	validated
TCGA-AR-A0U3	341bb4c2-8cbb-4d89-881c-26cbde9459ec	jhu-usc.edu_BRCA.HumanMethylation450.5.lvl-3.TCGA-AR-A0U3-01A-11D-A10A-05.gdc_hg38.txt	927489e68336cb2c76b2c6a493529404	141265364	validated
TCGA-LL-A5YM	49df75a1-32b4-4196-8b5c-9b3a7fcb1ea1	jhu-usc.edu_BRCA.HumanMethylation450.28.lvl-3.TCGA-LL-A5YM-01A-11D-A28C-05.gdc_hg38.txt	b40d74383f42f1dd488ac42ab566ea0a	141262862	validated
TCGA-BH-A1EY	5c2dde4e-cbbd-4579-88d5-b70cf7b6276d	jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-BH-A1EY-01A-11D-A13K-05.gdc_hg38.txt	660dec9befff5c25a78a06e3d4030c1d	141271973	validated
TCGA-A7-A13G	5e956cb3-3420-47ee-82ec-f0226b0cc899	jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-A7-A13G-01A-11D-A13K-05.gdc_hg38.txt	d780fe8e2513771697f5c4f008aa6bfd	141295741	validated
TCGA-B6-A40C	7564daaf-19ef-4200-bd8d-ea7da90fb106	jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-3.TCGA-B6-A40C-01A-11D-A23D-05.gdc_hg38.txt	25e9ee260be0609af68c4b67181f8b32	141277887	validated
TCGA-E9-A1N6	95085e44-52c5-45f6-a2e0-ec6158763070	jhu-usc.edu_BRCA.HumanMethylation450.11.lvl-3.TCGA-E9-A1N6-01A-11D-A145-05.gdc_hg38.txt	2575cdaed03b66ebf93922b4c33e7c99	141283232	validated
TCGA-AR-A1AN	999ade01-d919-4a78-a503-8e31310a1a1a	jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-AR-A1AN-01A-11D-A12R-05.gdc_hg38.txt	516a69c3f1af208470a3a68c41ec30db	141288774	validated
TCGA-AR-A0U0	9ae1a8d0-50ac-44aa-816b-df6a384748dd	jhu-usc.edu_BRCA.HumanMethylation450.5.lvl-3.TCGA-AR-A0U0-01A-11D-A10A-05.gdc_hg38.txt	df34216a80974c832cb632985caea63d	141274892	validated
TCGA-AR-A24N	a908ed22-fee2-4a16-b24e-b18d72508ac4	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24N-01A-11D-A16A-05.gdc_hg38.txt	1810b58a3495469fd1f9b210435c91f0	141269921	validated
TCGA-AR-A1AU	c4cda63f-359e-48a4-9312-4698bb71b826	jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-AR-A1AU-01A-11D-A12R-05.gdc_hg38.txt	23e7e2c90bbd872cd8cc96769c5ecc93	141286837	validated
TCGA-AR-A0U4	cdd86476-de0c-4823-8727-10fe3b5a8215	jhu-usc.edu_BRCA.HumanMethylation450.5.lvl-3.TCGA-AR-A0U4-01A-11D-A10A-05.gdc_hg38.txt	6d3e39a42051cfee0cca3a6a87d610ef	141286612	validated
TCGA-AR-A2LE	e7336755-bd8e-40ba-91c3-1e4a7d17dddf	jhu-usc.edu_BRCA.HumanMethylation450.18.lvl-3.TCGA-AR-A2LE-01A-11D-A17Z-05.gdc_hg38.txt	abf31bb0c55854403c9bc8eab40e06a7	141281492	validated
TCGA-BH-A0BS	fa27c1c5-9cff-4f8b-92e5-e68769930514	jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-BH-A0BS-01A-11D-A12R-05.gdc_hg38.txt	ea7c3cb318c3447c39bc0996b810f0b4	141290548	validated
TCGA-A7-A26H	23d8fd53-5377-42fe-955f-6827eb0a2a7d	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26H-01A-11D-A16A-05.gdc_hg38.txt	91459c4f896bee3d77af1a4d11c22231	141270239	validated
TCGA-AO-A0JF	2cb8fa5c-5727-4975-8d3f-1ab90f520589	jhu-usc.edu_BRCA.HumanMethylation450.3.lvl-3.TCGA-AO-A0JF-01A-11D-A10P-05.gdc_hg38.txt	3c60f33674a73ba370e3aef028b1b6c2	141272738	validated
TCGA-BH-A0BT	4dea3e1b-c054-41a3-8fe5-d1a7f9e7758a	jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-BH-A0BT-01A-11D-A12R-05.gdc_hg38.txt	ea8c2353f760e7d917c73d8b01b31eb0	141286780	validated
TCGA-GM-A2DF	7feaabe6-2542-4399-a1da-daadc978da2a	jhu-usc.edu_BRCA.HumanMethylation450.18.lvl-3.TCGA-GM-A2DF-01A-11D-A17Z-05.gdc_hg38.txt	d4379d2f85022d4f74022171d83bb1f2	141262281	validated
TCGA-GM-A2DL	9c442d88-b42e-4e62-8afb-c76bd1707f63	jhu-usc.edu_BRCA.HumanMethylation450.19.lvl-3.TCGA-GM-A2DL-01A-11D-A18O-05.gdc_hg38.txt	ac731d39ad7affc6538e48bca29ea378	141264706	validated
TCGA-A2-A25E	9f7d4966-568e-4bd8-838e-8227451615dd	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A2-A25E-01A-11D-A16A-05.gdc_hg38.txt	447f3c46aa586c40a2b8054d543901cd	141276751	validated
TCGA-A2-A0CR	a415a0d5-4d52-4f4a-bd2d-7776105529cc	jhu-usc.edu_BRCA.HumanMethylation450.23.lvl-3.TCGA-A2-A0CR-01A-11D-A22B-05.gdc_hg38.txt	1c78427d29212ea3ce58627c59dbaf68	141268212	validated
TCGA-B6-A3ZX	b36e9b7a-9aa4-4985-9d91-98a333bfbb6a	jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-3.TCGA-B6-A3ZX-01A-11D-A23D-05.gdc_hg38.txt	9977e49f031f9e8f3efcfe465651b7ea	141278065	validated
TCGA-A2-A3XT	b960e146-b0a3-447b-9cab-aa15d1dbca7e	jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-3.TCGA-A2-A3XT-01A-11D-A230-05.gdc_hg38.txt	24b696c01d4ed1fe15eb3213b729b40c	141280690	validated
TCGA-AC-A2BK	f3b43ce3-e721-415e-9e28-4a711ea1c397	jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-3.TCGA-AC-A2BK-01A-11D-A21R-05.gdc_hg38.txt	773b432715fe9dadaccc5a7a88ffa062	141300420	validated
